DDI-DrugBank.d340.s0 Nelfinavir 0 9 B-drug form=Nelfinavir suf4=avir pref4=Nelf prev=_BoS_ next=is nextpref4=is nextsuf4=is capitalized
DDI-DrugBank.d340.s0 is 11 12 O form=is suf4=is pref4=is prevsuf4=avir prevpref4=Nelf prevupper prev=Nelfinavir next=an nextpref4=an nextsuf4=an
DDI-DrugBank.d340.s2 Nelfinavir 0 9 B-drug form=Nelfinavir suf4=avir pref4=Nelf prev=_BoS_ next=is nextpref4=is nextsuf4=is capitalized
DDI-DrugBank.d340.s2 is 11 12 O form=is suf4=is pref4=is prevsuf4=avir prevpref4=Nelf prevupper prev=Nelfinavir next=metabolized nextpref4=meta nextsuf4=ized
DDI-DrugBank.d340.s2 metabolized 14 24 O form=metabolized suf4=ized pref4=meta prevsuf4=is prevpref4=is prev=is next=in nextpref4=in nextsuf4=in
DDI-DrugBank.d340.s2 in 26 27 O form=in suf4=in pref4=in prevsuf4=ized prevpref4=meta prev=metabolized next=proof nextpref4=proo nextsuf4=roof
DDI-DrugBank.d340.s2 proof 29 33 O form=proof suf4=roof pref4=proo prevsuf4=in prevpref4=in prev=in next=by nextpref4=by nextsuf4=by
DDI-DrugBank.d340.s2 by 35 36 O form=by suf4=by pref4=by prevsuf4=roof prevpref4=proo prev=proof next=C.P.A nextpref4=C.P. nextsuf4=.P.A
DDI-DrugBank.d340.s2 C.P.A 38 42 O form=C.P.A suf4=.P.A pref4=C.P. prevsuf4=by prevpref4=by prev=by next=. nextpref4=. nextsuf4=. capitalized isupper
DDI-DrugBank.d340.s2 . 43 43 O form=. suf4=. pref4=. prevsuf4=.P.A prevpref4=C.P. prevupper prev=C.P.A

DDI-DrugBank.d340.s3 Coadministration 0 15 O form=Coadministration suf4=tion pref4=Coad prev=_BoS_ next=of nextpref4=of nextsuf4=of capitalized
DDI-DrugBank.d340.s3 of 17 18 O form=of suf4=of pref4=of prevsuf4=tion prevpref4=Coad prevupper prev=Coadministration next=VIRACEPT nextpref4=VIRA nextsuf4=CEPT
DDI-DrugBank.d340.s3 VIRACEPT 20 27 B-brand form=VIRACEPT suf4=CEPT pref4=VIRA prevsuf4=of prevpref4=of prev=of next=and nextpref4=and nextsuf4=and capitalized isupper
DDI-DrugBank.d340.s3 and 29 31 O form=and suf4=and pref4=and prevsuf4=CEPT prevpref4=VIRA prevupper prev=VIRACEPT next=drugs nextpref4=drug nextsuf4=rugs
DDI-DrugBank.d340.s3 drugs 33 37 O form=drugs suf4=rugs pref4=drug prevsuf4=and prevpref4=and prev=and next=that nextpref4=that nextsuf4=that
DDI-DrugBank.d340.s3 that 39 42 O form=that suf4=that pref4=that prevsuf4=rugs prevpref4=drug prev=drugs next=induce nextpref4=indu nextsuf4=duce
DDI-DrugBank.d340.s3 induce 44 49 O form=induce suf4=duce pref4=indu prevsuf4=that prevpref4=that prev=that next=CYP3A nextpref4=CYP3 nextsuf4=YP3A
DDI-DrugBank.d340.s3 CYP3A 51 55 O form=CYP3A suf4=YP3A pref4=CYP3 prevsuf4=duce prevpref4=indu prev=induce next=may nextpref4=may nextsuf4=may capitalized isupper
DDI-DrugBank.d340.s3 may 57 59 O form=may suf4=may pref4=may prevsuf4=YP3A prevpref4=CYP3 prevupper prev=CYP3A next=decrease nextpref4=decr nextsuf4=ease
DDI-DrugBank.d340.s3 decrease 61 68 O form=decrease suf4=ease pref4=decr prevsuf4=may prevpref4=may prev=may next=nelfinavir nextpref4=nelf nextsuf4=avir
DDI-DrugBank.d340.s3 nelfinavir 70 79 B-drug form=nelfinavir suf4=avir pref4=nelf prevsuf4=ease prevpref4=decr prev=decrease next=plasma nextpref4=plas nextsuf4=asma
DDI-DrugBank.d340.s3 plasma 81 86 O form=plasma suf4=asma pref4=plas prevsuf4=avir prevpref4=nelf prev=nelfinavir next=concentrations nextpref4=conc nextsuf4=ions
DDI-DrugBank.d340.s3 concentrations 88 101 O form=concentrations suf4=ions pref4=conc prevsuf4=asma prevpref4=plas prev=plasma next=and nextpref4=and nextsuf4=and
DDI-DrugBank.d340.s3 and 103 105 O form=and suf4=and pref4=and prevsuf4=ions prevpref4=conc prev=concentrations next=reduce nextpref4=redu nextsuf4=duce
DDI-DrugBank.d340.s3 reduce 107 112 O form=reduce suf4=duce pref4=redu prevsuf4=and prevpref4=and prev=and next=its nextpref4=its nextsuf4=its
DDI-DrugBank.d340.s3 its 114 116 O form=its suf4=its pref4=its prevsuf4=duce prevpref4=redu prev=reduce next=therapeutic nextpref4=ther nextsuf4=utic
DDI-DrugBank.d340.s3 therapeutic 118 128 O form=therapeutic suf4=utic pref4=ther prevsuf4=its prevpref4=its prev=its next=effect nextpref4=effe nextsuf4=fect
DDI-DrugBank.d340.s3 effect 130 135 O form=effect suf4=fect pref4=effe prevsuf4=utic prevpref4=ther prev=therapeutic next=. nextpref4=. nextsuf4=.
DDI-DrugBank.d340.s3 . 136 136 O form=. suf4=. pref4=. prevsuf4=fect prevpref4=effe prev=effect

DDI-DrugBank.d340.s4 Coadministration 0 15 O form=Coadministration suf4=tion pref4=Coad prev=_BoS_ next=of nextpref4=of nextsuf4=of capitalized
DDI-DrugBank.d340.s4 of 17 18 O form=of suf4=of pref4=of prevsuf4=tion prevpref4=Coad prevupper prev=Coadministration next=VIRACEPT nextpref4=VIRA nextsuf4=CEPT
DDI-DrugBank.d340.s4 VIRACEPT 20 27 B-brand form=VIRACEPT suf4=CEPT pref4=VIRA prevsuf4=of prevpref4=of prev=of next=and nextpref4=and nextsuf4=and capitalized isupper
DDI-DrugBank.d340.s4 and 29 31 O form=and suf4=and pref4=and prevsuf4=CEPT prevpref4=VIRA prevupper prev=VIRACEPT next=drugs nextpref4=drug nextsuf4=rugs
DDI-DrugBank.d340.s4 drugs 33 37 O form=drugs suf4=rugs pref4=drug prevsuf4=and prevpref4=and prev=and next=that nextpref4=that nextsuf4=that
DDI-DrugBank.d340.s4 that 39 42 O form=that suf4=that pref4=that prevsuf4=rugs prevpref4=drug prev=drugs next=inhibit nextpref4=inhi nextsuf4=ibit
DDI-DrugBank.d340.s4 inhibit 44 50 O form=inhibit suf4=ibit pref4=inhi prevsuf4=that prevpref4=that prev=that next=CYP3A nextpref4=CYP3 nextsuf4=YP3A
DDI-DrugBank.d340.s4 CYP3A 52 56 O form=CYP3A suf4=YP3A pref4=CYP3 prevsuf4=ibit prevpref4=inhi prev=inhibit next=may nextpref4=may nextsuf4=may capitalized isupper
DDI-DrugBank.d340.s4 may 58 60 O form=may suf4=may pref4=may prevsuf4=YP3A prevpref4=CYP3 prevupper prev=CYP3A next=increase nextpref4=incr nextsuf4=ease
DDI-DrugBank.d340.s4 increase 62 69 O form=increase suf4=ease pref4=incr prevsuf4=may prevpref4=may prev=may next=nelfinavir nextpref4=nelf nextsuf4=avir
DDI-DrugBank.d340.s4 nelfinavir 71 80 B-drug form=nelfinavir suf4=avir pref4=nelf prevsuf4=ease prevpref4=incr prev=increase next=plasma nextpref4=plas nextsuf4=asma
DDI-DrugBank.d340.s4 plasma 82 87 O form=plasma suf4=asma pref4=plas prevsuf4=avir prevpref4=nelf prev=nelfinavir next=concentrations nextpref4=conc nextsuf4=ions
DDI-DrugBank.d340.s4 concentrations 89 102 O form=concentrations suf4=ions pref4=conc prevsuf4=asma prevpref4=plas prev=plasma next=. nextpref4=. nextsuf4=.
DDI-DrugBank.d340.s4 . 103 103 O form=. suf4=. pref4=. prevsuf4=ions prevpref4=conc prev=concentrations

DDI-DrugBank.d340.s5 Based 0 4 O form=Based suf4=ased pref4=Base prev=_BoS_ next=on nextpref4=on nextsuf4=on capitalized
DDI-DrugBank.d340.s5 on 6 7 O form=on suf4=on pref4=on prevsuf4=ased prevpref4=Base prevupper prev=Based next=known nextpref4=know nextsuf4=nown
DDI-DrugBank.d340.s5 known 9 13 O form=known suf4=nown pref4=know prevsuf4=on prevpref4=on prev=on next=metabolic nextpref4=meta nextsuf4=olic
DDI-DrugBank.d340.s5 metabolic 15 23 O form=metabolic suf4=olic pref4=meta prevsuf4=nown prevpref4=know prev=known next=profiles nextpref4=prof nextsuf4=iles
DDI-DrugBank.d340.s5 profiles 25 32 O form=profiles suf4=iles pref4=prof prevsuf4=olic prevpref4=meta prev=metabolic next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s5 , 33 33 O form=, suf4=, pref4=, prevsuf4=iles prevpref4=prof prev=profiles next=clinically nextpref4=clin nextsuf4=ally
DDI-DrugBank.d340.s5 clinically 35 44 O form=clinically suf4=ally pref4=clin prevsuf4=, prevpref4=, prev=, next=significant nextpref4=sign nextsuf4=cant
DDI-DrugBank.d340.s5 significant 46 56 O form=significant suf4=cant pref4=sign prevsuf4=ally prevpref4=clin prev=clinically next=drug nextpref4=drug nextsuf4=drug
DDI-DrugBank.d340.s5 drug 58 61 O form=drug suf4=drug pref4=drug prevsuf4=cant prevpref4=sign prev=significant next=interactions nextpref4=inte nextsuf4=ions
DDI-DrugBank.d340.s5 interactions 63 74 O form=interactions suf4=ions pref4=inte prevsuf4=drug prevpref4=drug prev=drug next=are nextpref4=are nextsuf4=are
DDI-DrugBank.d340.s5 are 76 78 O form=are suf4=are pref4=are prevsuf4=ions prevpref4=inte prev=interactions next=not nextpref4=not nextsuf4=not
DDI-DrugBank.d340.s5 not 80 82 O form=not suf4=not pref4=not prevsuf4=are prevpref4=are prev=are next=expected nextpref4=expe nextsuf4=cted
DDI-DrugBank.d340.s5 expected 84 91 O form=expected suf4=cted pref4=expe prevsuf4=not prevpref4=not prev=not next=between nextpref4=betw nextsuf4=ween
DDI-DrugBank.d340.s5 between 93 99 O form=between suf4=ween pref4=betw prevsuf4=cted prevpref4=expe prev=expected next=VIRACEPT nextpref4=VIRA nextsuf4=CEPT
DDI-DrugBank.d340.s5 VIRACEPT 101 108 B-brand form=VIRACEPT suf4=CEPT pref4=VIRA prevsuf4=ween prevpref4=betw prev=between next=and nextpref4=and nextsuf4=and capitalized isupper
DDI-DrugBank.d340.s5 and 110 112 O form=and suf4=and pref4=and prevsuf4=CEPT prevpref4=VIRA prevupper prev=VIRACEPT next=dapsone nextpref4=daps nextsuf4=sone
DDI-DrugBank.d340.s5 dapsone 114 120 B-drug form=dapsone suf4=sone pref4=daps prevsuf4=and prevpref4=and prev=and next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s5 , 121 121 O form=, suf4=, pref4=, prevsuf4=sone prevpref4=daps prev=dapsone next=trimethoprim/sulfamethoxazole nextpref4=trim nextsuf4=zole
DDI-DrugBank.d340.s5 trimethoprim/sulfamethoxazole 123 151 O form=trimethoprim/sulfamethoxazole suf4=zole pref4=trim prevsuf4=, prevpref4=, prev=, next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s5 , 152 152 O form=, suf4=, pref4=, prevsuf4=zole prevpref4=trim prev=trimethoprim/sulfamethoxazole next=clarithromycin nextpref4=clar nextsuf4=ycin
DDI-DrugBank.d340.s5 clarithromycin 154 167 B-drug form=clarithromycin suf4=ycin pref4=clar prevsuf4=, prevpref4=, prev=, next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s5 , 168 168 O form=, suf4=, pref4=, prevsuf4=ycin prevpref4=clar prev=clarithromycin next=erythromycin nextpref4=eryt nextsuf4=ycin
DDI-DrugBank.d340.s5 erythromycin 170 181 B-drug form=erythromycin suf4=ycin pref4=eryt prevsuf4=, prevpref4=, prev=, next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s5 , 182 182 O form=, suf4=, pref4=, prevsuf4=ycin prevpref4=eryt prev=erythromycin next=itraconazole nextpref4=itra nextsuf4=zole
DDI-DrugBank.d340.s5 itraconazole 184 195 B-drug form=itraconazole suf4=zole pref4=itra prevsuf4=, prevpref4=, prev=, next=or nextpref4=or nextsuf4=or
DDI-DrugBank.d340.s5 or 197 198 O form=or suf4=or pref4=or prevsuf4=zole prevpref4=itra prev=itraconazole next=fluconazole nextpref4=fluc nextsuf4=zole
DDI-DrugBank.d340.s5 fluconazole 200 210 B-drug form=fluconazole suf4=zole pref4=fluc prevsuf4=or prevpref4=or prev=or next=. nextpref4=. nextsuf4=.
DDI-DrugBank.d340.s5 . 211 211 O form=. suf4=. pref4=. prevsuf4=zole prevpref4=fluc prev=fluconazole

DDI-DrugBank.d340.s6 Drugs 0 4 O form=Drugs suf4=rugs pref4=Drug prev=_BoS_ next=That nextpref4=That nextsuf4=That capitalized
DDI-DrugBank.d340.s6 That 6 9 O form=That suf4=That pref4=That prevsuf4=rugs prevpref4=Drug prevupper prev=Drugs next=Should nextpref4=Shou nextsuf4=ould capitalized
DDI-DrugBank.d340.s6 Should 11 16 O form=Should suf4=ould pref4=Shou prevsuf4=That prevpref4=That prevupper prev=That next=Not nextpref4=Not nextsuf4=Not capitalized
DDI-DrugBank.d340.s6 Not 18 20 O form=Not suf4=Not pref4=Not prevsuf4=ould prevpref4=Shou prevupper prev=Should next=Be nextpref4=Be nextsuf4=Be capitalized
DDI-DrugBank.d340.s6 Be 22 23 O form=Be suf4=Be pref4=Be prevsuf4=Not prevpref4=Not prevupper prev=Not next=Coadministered nextpref4=Coad nextsuf4=ered capitalized
DDI-DrugBank.d340.s6 Coadministered 25 38 O form=Coadministered suf4=ered pref4=Coad prevsuf4=Be prevpref4=Be prevupper prev=Be next=With nextpref4=With nextsuf4=With capitalized
DDI-DrugBank.d340.s6 With 40 43 O form=With suf4=With pref4=With prevsuf4=ered prevpref4=Coad prevupper prev=Coadministered next=VIRACEPT nextpref4=VIRA nextsuf4=CEPT capitalized
DDI-DrugBank.d340.s6 VIRACEPT 45 52 B-brand form=VIRACEPT suf4=CEPT pref4=VIRA prevsuf4=With prevpref4=With prevupper prev=With next=Antiarrhythmics nextpref4=Anti nextsuf4=mics capitalized isupper
DDI-DrugBank.d340.s6 Antiarrhythmics 54 68 B-group form=Antiarrhythmics suf4=mics pref4=Anti prevsuf4=CEPT prevpref4=VIRA prevupper prev=VIRACEPT next=: nextpref4=: nextsuf4=: capitalized
DDI-DrugBank.d340.s6 : 69 69 O form=: suf4=: pref4=: prevsuf4=mics prevpref4=Anti prevupper prev=Antiarrhythmics next=amiodarone nextpref4=amio nextsuf4=rone
DDI-DrugBank.d340.s6 amiodarone 71 80 B-drug form=amiodarone suf4=rone pref4=amio prevsuf4=: prevpref4=: prev=: next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s6 , 81 81 O form=, suf4=, pref4=, prevsuf4=rone prevpref4=amio prev=amiodarone next=quinidine nextpref4=quin nextsuf4=dine
DDI-DrugBank.d340.s6 quinidine 83 91 B-drug form=quinidine suf4=dine pref4=quin prevsuf4=, prevpref4=, prev=, next=Antihistamines nextpref4=Anti nextsuf4=ines
DDI-DrugBank.d340.s6 Antihistamines 93 106 B-group form=Antihistamines suf4=ines pref4=Anti prevsuf4=dine prevpref4=quin prev=quinidine next=: nextpref4=: nextsuf4=: capitalized
DDI-DrugBank.d340.s6 : 107 107 O form=: suf4=: pref4=: prevsuf4=ines prevpref4=Anti prevupper prev=Antihistamines next=astemizole nextpref4=aste nextsuf4=zole
DDI-DrugBank.d340.s6 astemizole 109 118 B-drug form=astemizole suf4=zole pref4=aste prevsuf4=: prevpref4=: prev=: next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s6 , 119 119 O form=, suf4=, pref4=, prevsuf4=zole prevpref4=aste prev=astemizole next=terfenadine nextpref4=terf nextsuf4=dine
DDI-DrugBank.d340.s6 terfenadine 121 131 B-drug form=terfenadine suf4=dine pref4=terf prevsuf4=, prevpref4=, prev=, next=Antimigraine nextpref4=Anti nextsuf4=aine
DDI-DrugBank.d340.s6 Antimigraine 133 144 O form=Antimigraine suf4=aine pref4=Anti prevsuf4=dine prevpref4=terf prev=terfenadine next=: nextpref4=: nextsuf4=: capitalized
DDI-DrugBank.d340.s6 : 145 145 O form=: suf4=: pref4=: prevsuf4=aine prevpref4=Anti prevupper prev=Antimigraine next=ergot nextpref4=ergo nextsuf4=rgot
DDI-DrugBank.d340.s6 ergot 147 151 B-group form=ergot suf4=rgot pref4=ergo prevsuf4=: prevpref4=: prev=: next=derivatives nextpref4=deri nextsuf4=ives
DDI-DrugBank.d340.s6 derivatives 153 163 I-group form=derivatives suf4=ives pref4=deri prevsuf4=rgot prevpref4=ergo prev=ergot next=Antimycobacterial nextpref4=Anti nextsuf4=rial
DDI-DrugBank.d340.s6 Antimycobacterial 165 181 B-group form=Antimycobacterial suf4=rial pref4=Anti prevsuf4=ives prevpref4=deri prev=derivatives next=agents nextpref4=agen nextsuf4=ents capitalized
DDI-DrugBank.d340.s6 agents 183 188 I-group form=agents suf4=ents pref4=agen prevsuf4=rial prevpref4=Anti prevupper prev=Antimycobacterial next=: nextpref4=: nextsuf4=:
DDI-DrugBank.d340.s6 : 189 189 O form=: suf4=: pref4=: prevsuf4=ents prevpref4=agen prev=agents next=rifampin nextpref4=rifa nextsuf4=mpin
DDI-DrugBank.d340.s6 rifampin 191 198 B-drug form=rifampin suf4=mpin pref4=rifa prevsuf4=: prevpref4=: prev=: next=Benzodiazepines nextpref4=Benz nextsuf4=ines
DDI-DrugBank.d340.s6 Benzodiazepines 200 214 B-group form=Benzodiazepines suf4=ines pref4=Benz prevsuf4=mpin prevpref4=rifa prev=rifampin next=midazolam nextpref4=mida nextsuf4=olam capitalized
DDI-DrugBank.d340.s6 midazolam 216 224 B-drug form=midazolam suf4=olam pref4=mida prevsuf4=ines prevpref4=Benz prevupper prev=Benzodiazepines next=, nextpref4=, nextsuf4=,
DDI-DrugBank.d340.s6 , 225 225 O form=, suf4=, pref4=, prevsuf4=olam prevpref4=mida prev=midazolam next=triazolam nextpref4=tria nextsuf4=olam
DDI-DrugBank.d340.s6 triazolam 227 235 B-drug form=triazolam suf4=olam pref4=tria prevsuf4=, prevpref4=, prev=, next=GI nextpref4=GI nextsuf4=GI
DDI-DrugBank.d340.s6 GI 237 238 O form=GI suf4=GI pref4=GI prevsuf4=olam prevpref4=tria prev=triazolam next=motility nextpref4=moti nextsuf4=lity capitalized isupper
DDI-DrugBank.d340.s6 motility 240 247 O form=motility suf4=lity pref4=moti prevsuf4=GI prevpref4=GI prevupper prev=GI next=agents nextpref4=agen nextsuf4=ents
DDI-DrugBank.d340.s6 agents 249 254 O form=agents suf4=ents pref4=agen prevsuf4=lity prevpref4=moti prev=motility next=: nextpref4=: nextsuf4=:
DDI-DrugBank.d340.s6 : 255 255 O form=: suf4=: pref4=: prevsuf4=ents prevpref4=agen prev=agents next=cisapride nextpref4=cisa nextsuf4=ride
DDI-DrugBank.d340.s6 cisapride 257 265 B-drug form=cisapride suf4=ride pref4=cisa prevsuf4=: prevpref4=: prev=:

DDI-DrugBank.d340.s7 Drugs 0 4 O form=Drugs suf4=rugs pref4=Drug prev=_BoS_ next=Which nextpref4=Whic nextsuf4=hich capitalized
DDI-DrugBank.d340.s7 Which 6 10 O form=Which suf4=hich pref4=Whic prevsuf4=rugs prevpref4=Drug prevupper prev=Drugs next=Require nextpref4=Requ nextsuf4=uire capitalized
DDI-DrugBank.d340.s7 Require 12 18 O form=Require suf4=uire pref4=Requ prevsuf4=hich prevpref4=Whic prevupper prev=Which next=a nextpref4=a nextsuf4=a capitalized
DDI-DrugBank.d340.s7 a 20 20 O form=a suf4=a pref4=a prevsuf4=uire prevpref4=Requ prevupper prev=Require next=Dose nextpref4=Dose nextsuf4=Dose
