DDI-DrugBank.d481.s0 Milk 0 3 O form=Milk suf4=Milk prev=_BoS_ next=, capitalized
DDI-MedLine.d63.s4 by 151 152 O form=by suf4=by prev=induced next=intraventricular
DDI-MedLine.d63.s4 intraventricular 154 169 O form=intraventricular suf4=ular prev=by next=injection
DDI-MedLine.d63.s4 injection 171 179 O form=injection suf4=tion prev=intraventricular next=of
DDI-MedLine.d63.s4 of 181 182 O form=of suf4=of prev=injection next=beta-endorphin
DDI-MedLine.d63.s4 beta-endorphin 184 197 O form=beta-endorphin suf4=phin prev=of next=,
DDI-MedLine.d63.s4 , 198 198 O form=, suf4=, prev=beta-endorphin next=and
DDI-MedLine.d63.s4 and 200 202 O form=and suf4=and prev=, next=a
DDI-MedLine.d63.s4 a 204 204 O form=a suf4=a prev=and next=high
DDI-MedLine.d63.s4 high 206 209 O form=high suf4=high prev=a next=dose
DDI-MedLine.d63.s4 dose 211 214 O form=dose suf4=dose prev=high next=of
DDI-MedLine.d63.s4 of 216 217 O form=of suf4=of prev=dose next=naloxone
DDI-MedLine.d63.s4 naloxone 219 226 O form=naloxone suf4=xone prev=of next=(40
DDI-MedLine.d63.s4 (40 228 230 O form=(40 suf4=(40 prev=naloxone next=micrograms)
DDI-MedLine.d63.s4 micrograms) 232 242 O form=micrograms) suf4=ams) prev=(40 next=completely
DDI-MedLine.d63.s4 completely 244 253 O form=completely suf4=tely prev=micrograms) next=blocked
DDI-MedLine.d63.s4 blocked 255 261 O form=blocked suf4=cked prev=completely next=the
DDI-MedLine.d63.s4 the 263 265 O form=the suf4=the prev=blocked next=tail-flick
DDI-MedLine.d63.s4 tail-flick 267 276 O form=tail-flick suf4=lick prev=the next=inhibition
DDI-MedLine.d63.s4 inhibition 278 287 O form=inhibition suf4=tion prev=tail-flick next=induced
DDI-MedLine.d63.s4 induced 289 295 O form=induced suf4=uced prev=inhibition next=by
DDI-MedLine.d63.s4 by 297 298 O form=by suf4=by prev=induced next=intraventricular
DDI-MedLine.d63.s4 intraventricular 300 315 O form=intraventricular suf4=ular prev=by next=beta-endorphin
DDI-MedLine.d63.s4 beta-endorphin 317 330 B-drug_n form=beta-endorphin suf4=phin prev=intraventricular next=(16
DDI-MedLine.d63.s4 (16 332 334 O form=(16 suf4=(16 prev=beta-endorphin next=micrograms)
DDI-MedLine.d63.s4 micrograms) 336 346 O form=micrograms) suf4=ams) prev=(16 next=.
DDI-MedLine.d63.s4 . 347 347 O form=. suf4=. prev=micrograms)

DDI-MedLine.d63.s5 On 0 1 O form=On suf4=On prev=_BoS_ next=the capitalized
DDI-MedLine.d63.s5 the 3 5 O form=the suf4=the prev=On next=other
DDI-MedLine.d63.s5 other 7 11 O form=other suf4=ther prev=the next=hand
DDI-MedLine.d63.s5 hand 13 16 O form=hand suf4=hand prev=other next=,
DDI-MedLine.d63.s5 , 17 17 O form=, suf4=, prev=hand next=intrathecal
DDI-MedLine.d63.s5 intrathecal 19 29 O form=intrathecal suf4=ecal prev=, next=naloxone
DDI-MedLine.d63.s5 naloxone 31 38 O form=naloxone suf4=xone prev=intrathecal next=(12-120
DDI-MedLine.d63.s5 (12-120 40 46 O form=(12-120 suf4=-120 prev=naloxone next=micrograms)
DDI-MedLine.d63.s5 micrograms) 48 58 O form=micrograms) suf4=ams) prev=(12-120 next=had
DDI-MedLine.d63.s5 had 60 62 O form=had suf4=had prev=micrograms) next=only
DDI-MedLine.d63.s5 only 64 67 O form=only suf4=only prev=had next=a
DDI-MedLine.d63.s5 a 69 69 O form=a suf4=a prev=only next=very
DDI-MedLine.d63.s5 very 71 74 O form=very suf4=very prev=a next=weak
DDI-MedLine.d63.s5 weak 76 79 O form=weak suf4=weak prev=very next=effect
DDI-MedLine.d63.s5 effect 81 86 O form=effect suf4=fect prev=weak next=on
DDI-MedLine.d63.s5 on 88 89 O form=on suf4=on prev=effect next=the
DDI-MedLine.d63.s5 the 91 93 O form=the suf4=the prev=on next=tail-flick
DDI-MedLine.d63.s5 tail-flick 95 104 O form=tail-flick suf4=lick prev=the next=inhibition
DDI-MedLine.d63.s5 inhibition 106 115 O form=inhibition suf4=tion prev=tail-flick next=induced
DDI-MedLine.d63.s5 induced 117 123 O form=induced suf4=uced prev=inhibition next=by
DDI-MedLine.d63.s5 by 125 126 O form=by suf4=by prev=induced next=intraventricular
DDI-MedLine.d63.s5 intraventricular 128 143 O form=intraventricular suf4=ular prev=by next=morphine
DDI-MedLine.d63.s5 morphine 145 152 B-drug form=morphine suf4=hine prev=intraventricular next=(40
DDI-MedLine.d63.s5 (40 154 156 O form=(40 suf4=(40 prev=morphine next=micrograms)
DDI-MedLine.d63.s5 micrograms) 158 168 O form=micrograms) suf4=ams) prev=(40 next=.
DDI-MedLine.d63.s5 . 169 169 O form=. suf4=. prev=micrograms)

DDI-MedLine.d63.s6 Intraventricular 0 15 O form=Intraventricular suf4=ular prev=_BoS_ next=injection capitalized
DDI-MedLine.d63.s6 injection 17 25 O form=injection suf4=tion prev=Intraventricular next=of
DDI-MedLine.d63.s6 of 27 28 O form=of suf4=of prev=injection next=naloxone
DDI-MedLine.d63.s6 naloxone 30 37 O form=naloxone suf4=xone prev=of next=at
DDI-MedLine.d63.s6 at 39 40 O form=at suf4=at prev=naloxone next=doses
DDI-MedLine.d63.s6 doses 42 46 O form=doses suf4=oses prev=at next=of
DDI-MedLine.d63.s6 of 48 49 O form=of suf4=of prev=doses next=1.2
DDI-MedLine.d63.s6 1.2 51 53 O form=1.2 suf4=1.2 prev=of next=to
DDI-MedLine.d63.s6 to 55 56 O form=to suf4=to prev=1.2 next=12
DDI-MedLine.d63.s6 12 58 59 O form=12 suf4=12 prev=to next=micrograms
DDI-MedLine.d63.s6 micrograms 61 70 O form=micrograms suf4=rams prev=12 next=equally
DDI-MedLine.d63.s6 equally 72 78 O form=equally suf4=ally prev=micrograms next=antagonized
DDI-MedLine.d63.s6 antagonized 80 90 O form=antagonized suf4=ized prev=equally next=in
DDI-MedLine.d63.s6 in 92 93 O form=in suf4=in prev=antagonized next=a
DDI-MedLine.d63.s6 a 95 95 O form=a suf4=a prev=in next=dose-dependent
DDI-MedLine.d63.s6 dose-dependent 97 110 O form=dose-dependent suf4=dent prev=a next=manner
DDI-MedLine.d63.s6 manner 112 117 O form=manner suf4=nner prev=dose-dependent next=the
DDI-MedLine.d63.s6 the 119 121 O form=the suf4=the prev=manner next=tail-flick
DDI-MedLine.d63.s6 tail-flick 123 132 O form=tail-flick suf4=lick prev=the next=inhibition
DDI-MedLine.d63.s6 inhibition 134 143 O form=inhibition suf4=tion prev=tail-flick next=induced
DDI-MedLine.d63.s6 induced 145 151 O form=induced suf4=uced prev=inhibition next=by
DDI-MedLine.d63.s6 by 153 154 O form=by suf4=by prev=induced next=intraventricular
DDI-MedLine.d63.s6 intraventricular 156 171 O form=intraventricular suf4=ular prev=by next=beta-endorphin
DDI-MedLine.d63.s6 beta-endorphin 173 186 O form=beta-endorphin suf4=phin prev=intraventricular next=and
DDI-MedLine.d63.s6 and 188 190 O form=and suf4=and prev=beta-endorphin next=morphine
DDI-MedLine.d63.s6 morphine 192 199 B-drug form=morphine suf4=hine prev=and next=.
DDI-MedLine.d63.s6 . 200 200 O form=. suf4=. prev=morphine

DDI-MedLine.d63.s7 The 0 2 O form=The suf4=The prev=_BoS_ next=results capitalized
DDI-MedLine.d63.s7 results 4 10 O form=results suf4=ults prev=The next=indicate
DDI-MedLine.d63.s7 indicate 12 19 O form=indicate suf4=cate prev=results next=that
DDI-MedLine.d63.s7 that 21 24 O form=that suf4=that prev=indicate next=a
DDI-MedLine.d63.s7 a 26 26 O form=a suf4=a prev=that next=spinal
DDI-MedLine.d63.s7 spinal 28 33 O form=spinal suf4=inal prev=a next=naloxone-sensitive
DDI-MedLine.d63.s7 naloxone-sensitive 35 52 O form=naloxone-sensitive suf4=tive prev=spinal next=endorphinergic
DDI-MedLine.d63.s7 endorphinergic 54 67 O form=endorphinergic suf4=rgic prev=naloxone-sensitive next=system
DDI-MedLine.d63.s7 system 69 74 O form=system suf4=stem prev=endorphinergic next=is
DDI-MedLine.d63.s7 is 76 77 O form=is suf4=is prev=system next=involved
DDI-MedLine.d63.s7 involved 79 86 O form=involved suf4=lved prev=is next=in
DDI-MedLine.d63.s7 in 88 89 O form=in suf4=in prev=involved next=the
DDI-MedLine.d63.s7 the 91 93 O form=the suf4=the prev=in next=production
DDI-MedLine.d63.s7 production 95 104 O form=production suf4=tion prev=the next=of
DDI-MedLine.d63.s7 of 106 107 O form=of suf4=of prev=production next=beta-endorphin
DDI-MedLine.d63.s7 beta-endorphin 109 122 O form=beta-endorphin suf4=phin prev=of next=but
DDI-MedLine.d63.s7 but 124 126 O form=but suf4=but prev=beta-endorphin next=not
DDI-MedLine.d63.s7 not 128 130 O form=not suf4=not prev=but next=morphine-induced
DDI-MedLine.d63.s7 morphine-induced 132 147 O form=morphine-induced suf4=uced prev=not next=tail-flick
DDI-MedLine.d63.s7 tail-flick 149 158 O form=tail-flick suf4=lick prev=morphine-induced next=inhibition
DDI-MedLine.d63.s7 inhibition 160 169 O form=inhibition suf4=tion prev=tail-flick next=,
DDI-MedLine.d63.s7 , 170 170 O form=, suf4=, prev=inhibition next=and
DDI-MedLine.d63.s7 and 172 174 O form=and suf4=and prev=, next=suggest
DDI-MedLine.d63.s7 suggest 176 182 O form=suggest suf4=gest prev=and next=that
DDI-MedLine.d63.s7 that 184 187 O form=that suf4=that prev=suggest next=intraventricular
DDI-MedLine.d63.s7 intraventricular 189 204 O form=intraventricular suf4=ular prev=that next=beta-endorphin
DDI-MedLine.d63.s7 beta-endorphin 206 219 O form=beta-endorphin suf4=phin prev=intraventricular next=and
DDI-MedLine.d63.s7 and 221 223 O form=and suf4=and prev=beta-endorphin next=morphine
DDI-MedLine.d63.s7 morphine 225 232 B-drug form=morphine suf4=hine prev=and next=elicit
DDI-MedLine.d63.s7 elicit 234 239 O form=elicit suf4=icit prev=morphine next=their
DDI-MedLine.d63.s7 their 241 245 O form=their suf4=heir prev=elicit next=pharmacological
DDI-MedLine.d63.s7 pharmacological 247 261 O form=pharmacological suf4=ical prev=their next=actions
DDI-MedLine.d63.s7 actions 263 269 O form=actions suf4=ions prev=pharmacological next=via
DDI-MedLine.d63.s7 via 271 273 O form=via suf4=via prev=actions next=the
DDI-MedLine.d63.s7 the 275 277 O form=the suf4=the prev=via next=activation
DDI-MedLine.d63.s7 activation 279 288 O form=activation suf4=tion prev=the next=of
DDI-MedLine.d63.s7 of 290 291 O form=of suf4=of prev=activation next=different
DDI-MedLine.d63.s7 different 293 301 O form=different suf4=rent prev=of next=descending
DDI-MedLine.d63.s7 descending 303 312 O form=descending suf4=ding prev=different next=pain
DDI-MedLine.d63.s7 pain 314 317 O form=pain suf4=pain prev=descending next=inhibitory
DDI-MedLine.d63.s7 inhibitory 319 328 O form=inhibitory suf4=tory prev=pain next=systems;
DDI-MedLine.d63.s7 systems; 330 337 O form=systems; suf4=ems; prev=inhibitory

DDI-MedLine.d63.s8 descending 0 9 O form=descending suf4=ding prev=_BoS_ next=epsilon
DDI-MedLine.d63.s8 epsilon 11 17 O form=epsilon suf4=ilon prev=descending next=and
DDI-MedLine.d63.s8 and 19 21 O form=and suf4=and prev=epsilon next=mu
DDI-MedLine.d63.s8 mu 23 24 O form=mu suf4=mu prev=and next=systems
DDI-MedLine.d63.s8 systems 26 32 O form=systems suf4=tems prev=mu next=for
DDI-MedLine.d63.s8 for 34 36 O form=for suf4=for prev=systems next=beta-endorphin
DDI-MedLine.d63.s8 beta-endorphin 38 51 O form=beta-endorphin suf4=phin prev=for next=and
DDI-MedLine.d63.s8 and 53 55 O form=and suf4=and prev=beta-endorphin next=morphine
DDI-MedLine.d63.s8 morphine 57 64 B-drug form=morphine suf4=hine prev=and next=,
DDI-MedLine.d63.s8 , 65 65 O form=, suf4=, prev=morphine next=respectively
DDI-MedLine.d63.s8 respectively 67 78 O form=respectively suf4=vely prev=, next=,
DDI-MedLine.d63.s8 , 79 79 O form=, suf4=, prev=respectively next=are
DDI-MedLine.d63.s8 are 81 83 O form=are suf4=are prev=, next=proposed
DDI-MedLine.d63.s8 proposed 85 92 O form=proposed suf4=osed prev=are next=.
DDI-MedLine.d63.s8 . 93 93 O form=. suf4=. prev=proposed

DDI-DrugBank.d278.s0 Enoxaparin 0 9 O form=Enoxaparin suf4=arin prev=_BoS_ next=dosed capitalized
DDI-DrugBank.d278.s0 dosed 11 15 O form=dosed suf4=osed prev=Enoxaparin next=as
DDI-DrugBank.d278.s0 as 17 18 O form=as suf4=as prev=dosed next=a
DDI-DrugBank.d278.s0 a 20 20 O form=a suf4=a prev=as next=1.0
DDI-DrugBank.d278.s0 1.0 22 24 O form=1.0 suf4=1.0 prev=a next=mg/kg
DDI-DrugBank.d278.s0 mg/kg 26 30 O form=mg/kg suf4=g/kg prev=1.0 next=subcutaneous
DDI-DrugBank.d278.s0 subcutaneous 32 43 O form=subcutaneous suf4=eous prev=mg/kg next=injection
DDI-DrugBank.d278.s0 injection 45 53 O form=injection suf4=tion prev=subcutaneous next=q12h
DDI-DrugBank.d278.s0 q12h 55 58 O form=q12h suf4=q12h prev=injection next=for
DDI-DrugBank.d278.s0 for 60 62 O form=for suf4=for prev=q12h next=four
DDI-DrugBank.d278.s0 four 64 67 O form=four suf4=four prev=for next=doses
DDI-DrugBank.d278.s0 doses 69 73 O form=doses suf4=oses prev=four next=did
DDI-DrugBank.d278.s0 did 75 77 O form=did suf4=did prev=doses next=not
DDI-DrugBank.d278.s0 not 79 81 O form=not suf4=not prev=did next=alter
DDI-DrugBank.d278.s0 alter 83 87 O form=alter suf4=lter prev=not next=the
DDI-DrugBank.d278.s0 the 89 91 O form=the suf4=the prev=alter next=pharmacokinetics
DDI-DrugBank.d278.s0 pharmacokinetics 93 108 O form=pharmacokinetics suf4=tics prev=the next=of
DDI-DrugBank.d278.s0 of 110 111 O form=of suf4=of prev=pharmacokinetics next=eptifibatide
DDI-DrugBank.d278.s0 eptifibatide 113 124 B-drug form=eptifibatide suf4=tide prev=of next=or
DDI-DrugBank.d278.s0 or 126 127 O form=or suf4=or prev=eptifibatide next=the
DDI-DrugBank.d278.s0 the 129 131 O form=the suf4=the prev=or next=level
DDI-DrugBank.d278.s0 level 133 137 O form=level suf4=evel prev=the next=of
DDI-DrugBank.d278.s0 of 139 140 O form=of suf4=of prev=level next=platelet
DDI-DrugBank.d278.s0 platelet 142 149 O form=platelet suf4=elet prev=of next=aggregation
DDI-DrugBank.d278.s0 aggregation 151 161 O form=aggregation suf4=tion prev=platelet next=in
DDI-DrugBank.d278.s0 in 163 164 O form=in suf4=in prev=aggregation next=healthy
DDI-DrugBank.d278.s0 healthy 166 172 O form=healthy suf4=lthy prev=in next=adults
DDI-DrugBank.d278.s0 adults 174 179 O form=adults suf4=ults prev=healthy next=.
DDI-DrugBank.d278.s0 . 180 180 O form=. suf4=. prev=adults

DDI-DrugBank.d5.s0 Few 0 2 O form=Few suf4=Few prev=_BoS_ next=systemic capitalized
DDI-DrugBank.d5.s0 systemic 4 11 O form=systemic suf4=emic prev=Few next=data
DDI-DrugBank.d5.s0 data 13 16 O form=data suf4=data prev=systemic next=have
DDI-DrugBank.d5.s0 have 18 21 O form=have suf4=have prev=data next=been
DDI-DrugBank.d5.s0 been 23 26 O form=been suf4=been prev=have next=collected
DDI-DrugBank.d5.s0 collected 28 36 O form=collected suf4=cted prev=been next=on
DDI-DrugBank.d5.s0 on 38 39 O form=on suf4=on prev=collected next=the
DDI-DrugBank.d5.s0 the 41 43 O form=the suf4=the prev=on next=metabolism
DDI-DrugBank.d5.s0 metabolism 45 54 O form=metabolism suf4=lism prev=the next=of
DDI-DrugBank.d5.s0 of 56 57 O form=of suf4=of prev=metabolism next=WELLBUTRIN
DDI-DrugBank.d5.s0 WELLBUTRIN 59 68 O form=WELLBUTRIN suf4=TRIN prev=of next=following capitalized
