DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e1 DDI-DrugBank.d340.s5.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=4 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e1 DDI-DrugBank.d340.s5.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=6 count_drugs=5 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e2 DDI-DrugBank.d340.s5.e3 null 
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e2 DDI-DrugBank.d340.s5.e4 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 separated_by_comma count_drugs=1 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e2 DDI-DrugBank.d340.s5.e5 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=2 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e2 DDI-DrugBank.d340.s5.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=3 count_drugs=3 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e2 DDI-DrugBank.d340.s5.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=5 count_drugs=4 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e3 DDI-DrugBank.d340.s5.e4 null 
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e3 DDI-DrugBank.d340.s5.e5 null 
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e3 DDI-DrugBank.d340.s5.e6 null 
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e3 DDI-DrugBank.d340.s5.e7 null 
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e4 DDI-DrugBank.d340.s5.e5 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 separated_by_comma count_drugs=0 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e4 DDI-DrugBank.d340.s5.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=1 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e4 DDI-DrugBank.d340.s5.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=2 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e5 DDI-DrugBank.d340.s5.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 separated_by_comma count_drugs=0 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e5 DDI-DrugBank.d340.s5.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=3 count_drugs=1 both_head
DDI-DrugBank.d340.s5 DDI-DrugBank.d340.s5.e6 DDI-DrugBank.d340.s5.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=1 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 count_drugs=0 both_head
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e1 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=0 count_drugs=0
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e2 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 count_drugs=1
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e3 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=2
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e4 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=3 count_drugs=3
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e5 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=4
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e6 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=5 count_drugs=5
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e7 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=7 count_drugs=6
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e8 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=9 count_drugs=7
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e9 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=11 count_drugs=8
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e10 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=12 count_drugs=9
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e11 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=13 count_drugs=10
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e12 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=14 count_drugs=11
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e0 DDI-DrugBank.d340.s6.e13 advise count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=18 count_drugs=12
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e2 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 count_drugs=0
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e3 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=1
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e4 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=3 count_drugs=2
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e5 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=3
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=5 count_drugs=4
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=7 count_drugs=5
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e8 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=9 count_drugs=6
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e9 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=11 count_drugs=7
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e10 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=12 count_drugs=8
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e11 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=13 count_drugs=9
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e12 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=14 count_drugs=10
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e1 DDI-DrugBank.d340.s6.e13 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=18 count_drugs=11
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e3 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 separated_by_comma count_drugs=0
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e4 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=1
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e5 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=3 count_drugs=2
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=3
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=6 count_drugs=4
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e8 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=8 count_drugs=5
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e9 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=10 count_drugs=6
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e10 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=11 count_drugs=7
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e11 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=12 count_drugs=8
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e12 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=13 count_drugs=9
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e2 DDI-DrugBank.d340.s6.e13 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=17 count_drugs=10
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e4 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=0 count_drugs=0
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e5 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 count_drugs=1
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=2
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=3
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e8 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=6 count_drugs=4
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e9 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=8 count_drugs=5
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e10 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=9 count_drugs=6
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e11 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=10 count_drugs=7
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e12 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=11 count_drugs=8
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e3 DDI-DrugBank.d340.s6.e13 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=15 count_drugs=9
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e5 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 count_drugs=0 both_head
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=2 count_drugs=1
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=4 count_drugs=2
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e8 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=6 count_drugs=3
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e9 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=8 count_drugs=4
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e10 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=9 count_drugs=5
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e11 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=10 count_drugs=6
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e12 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=11 count_drugs=7
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e4 DDI-DrugBank.d340.s6.e13 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=15 count_drugs=8
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e6 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=1 separated_by_comma count_drugs=0
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e7 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=3 count_drugs=1
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e8 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=5 count_drugs=2
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e9 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=7 count_drugs=3
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e10 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=8 count_drugs=4
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e11 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=9 count_drugs=5
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e12 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=10 count_drugs=6
DDI-DrugBank.d340.s6 DDI-DrugBank.d340.s6.e5 DDI-DrugBank.d340.s6.e13 null count_not=0 special_w=0 special_w_pos_begin=0 special_w_pos_mid=0 special_w_pos_end=0 neg_word_begin=0 neg_word_mid=0 neg_word_end=0 num_keywords=0 words_between=14 count_drugs=7
